model,total_samples,total_params,sps,task,score.rouge.rouge1,score.sacreblue.score,score.sari.sari,score.em.exact_match
google/flan-t5-large,100,783150080,1.1796385131258953,fluency,0.9716951871940851,89.45734697367203,60.91905343829529,0.0
