model,total_samples,sps,task,total_params,score.rouge.rouge1,score.sacreblue.score,score.sari.sari,score.em.exact_match
TheBloke/phi-2-GPTQ,100,0.8039060963211832,fluency,262364160,0.3078833232553331,17.683246474128893,65.1813417489092,0.0
